f_effective Mass
55.2612414352 0.00122575647403
55.3446802558 0.00123088757144
55.4034635188 0.00124495593734
55.4380187176 0.00124707501089
55.5436351849 0.00126897188175
55.615603934 0.00126952468171
55.7951498042 0.00128056784954
55.8535029722 0.00128809435244
55.9280246145 0.00128995123892
56.0407204582 0.00130339953965
56.1653735265 0.00130595632044
56.2059255979 0.00131817012819
56.3676832104 0.00132637219843
56.4384428521 0.0013304384974
56.4531699993 0.00135026335836
56.5380845824 0.00135856928437
56.6883136053 0.00136440103722
56.8058645734 0.00137559627361
56.85172877 0.00138106798624
57.0522085832 0.00139662084414
57.2744174006 0.00140604254284
57.2882752549 0.0014140902648
57.3335887108 0.00142836596734
57.4943552402 0.00143905726346
57.6037723681 0.00144854530228
57.6920536917 0.00145535154877
57.8250826696 0.00146473161984
57.8763213505 0.00146874454927
57.9530688753 0.00148123723349
58.1545818867 0.00149429933966
58.2745184714 0.00150926011541
58.4046753396 0.00152694379009
58.5252152044 0.00152980159519
58.5474133629 0.00154372549667
58.6550770095 0.0015527027601
58.6865040617 0.00156259684809
58.8405128197 0.00157630989637
58.958393466 0.00159427267361
59.0584128468 0.00160242663115
59.1605026827 0.00161137133356
59.2026916312 0.00162145698532
59.2714781647 0.0016214935223
59.5196674053 0.00164561603515
59.5687967474 0.00165716014721
59.621648342 0.001682276497
59.7562670192 0.00168294644064
59.9249682476 0.00169900636748
59.9660796101 0.00170133655185
59.975573286 0.00172252837748
60.0901521093 0.00172903417347
60.29172787 0.00173578691581
60.3444875415 0.00174706787936
60.3814076854 0.00176407069156
60.4938829785 0.00179394489343
60.551314589 0.00179995318174
60.6511109046 0.00181429108485
60.7390058865 0.00183041720374
60.8088499796 0.00185658917502
60.8368965068 0.00186229723636
60.9551164042 0.00186856093759
61.1552292706 0.00188316148774
61.2976665429 0.00189471508634
61.3769872662 0.00191254982095
61.475634717 0.00193052565223
61.5669643383 0.00193714686533
61.660979932 0.00194663371418
61.7444280846 0.00196209591424
61.7832979497 0.00196828319855
61.9613686116 0.00198930084146
62.0423304461 0.00199633533099
62.1886888815 0.00201797429862
62.2759979916 0.00202366407175
62.3848138217 0.00204674078823
62.4308616773 0.00206638113086
62.5253116628 0.00208317078871
62.6400742789 0.00208899526868
62.8266195946 0.00210473732583
62.9274590381 0.00210804385286
62.9527787616 0.00214201942557
62.9797651665 0.00215218163249
63.0453818429 0.00217474594361
63.2108937828 0.00218121305534
63.4991598273 0.00218591315699
63.6358046285 0.00222619865811
63.6774370017 0.00224074551826
63.7204520346 0.00224811670842
63.7860281244 0.00226115174945
63.9397545207 0.00226602003915
64.0022878298 0.0023141572238
64.1560394395 0.00233224937494
64.353329332 0.00235048836014
64.4162021331 0.00238204881333
64.4903320002 0.00238520425335
64.5515350894 0.00240252596112
64.5799404218 0.002424061854
64.7201922426 0.00244591557296
64.8427270368 0.00245611256269
64.9694380949 0.00248271455363
64.990177943 0.00249479837862
65.1211932754 0.00251187624639
65.1562133878 0.0025370083886
65.3971284457 0.00257854173086
65.485921433 0.00259544931256
65.5220386575 0.00261662861168
65.7357831091 0.00263698048375
65.9659887419 0.00266893702597
